budget,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_count,director,main_genre_top10,opinion
6500000,ecstasy drug dealing drug reference to family circus high,en,Go,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",11.142389,1999-04-09,28451622,98.0,Released,196,Doug Liman,Crime,1
50000000,anti terror bomb assassination middle east lebanon,en,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",16.871194,2005-11-23,94000000,128.0,Released,451,Stephen Gaghan,Drama,1
0,riot protest musical music cultural difference,en,Across the Universe,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.",11.872841,2007-09-14,0,133.0,Released,410,Julie Taymor,Adventure,1
130000000,adventure fairy-tale figure,en,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",20.678787,2011-10-28,554987477,90.0,Released,451,Chris Miller,Action,1
18500000,egypt jesus christ gospel christian journey,en,The Young Messiah,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",1.884558,2016-03-10,6490401,120.0,Released,30,Cyrus Nowrasteh,Drama,1
18000000,saving the world riddle nepal himalaya cairo,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",68.159596,1981-06-12,389925971,115.0,Released,3854,Steven Spielberg,Adventure,1
0,,ro,Lumea e a mea,"Larisa is 16 and lives in a city by the sea. It's a small city, where gossip and news spread fast. It's a city where your image and influence, ""manelele"", money and power are all that matters. And Larisa… wants it all. And even if she doesn't have it, she fights for it. Larisa believes in herself. She knows that she deserves better. She is convinced that it's worth doing everything it takes to fulfill her dreams. And for her courage and recklessness - we love her.",0.3276219999999999,2015-06-05,0,104.0,Released,0,Nicolae Constantin Tanase,Drama,0
22000000,dream employee car crash scientist police officer,en,The Animal,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",13.786075,2001-06-01,84772742,84.0,Released,304,Luke Greenfield,Action,0
0,,it,Quinceañera,"As Magdalena's 15th birthday approaches, her simple, blissful life is complicated by the discovery that she's pregnant. Kicked out of her house, she finds a new family with her great-granduncle and gay cousin.",0.034135,2006-06-05,0,90.0,Released,7,Richard Glatzer,Drama,1
1000000,energy supply automobile industry independent film,en,Who Killed the Electric Car?,"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.",5.323184,2006-08-04,1678874,92.0,Released,59,Chris Paine,others,1
7000000,upper class halloween psychopath urban legend youth,en,House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,19.301432,2003-04-11,16829545,89.0,Released,306,Rob Zombie,Horror,0
120000000,love triangle baseball athlete aftercreditsstinger,en,How Do You Know,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",11.137655,2010-12-17,48668907,121.0,Released,223,James L. Brooks,Comedy,0
14000000,cairo based on novel egypt pyramid museum,en,Sphinx,"Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!",0.310513,1981-02-11,439564,118.0,Released,2,Franklin J. Schaffner,Adventure,0
25000000,flying 1970s false identity biography,en,The Hoax,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",5.073536,2006-10-14,11772461,116.0,Released,60,Lasse Hallstr\u00f6m,Comedy,1
3000000,japan resistance japanese river prisoners of war,en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",23.109959,1957-10-02,33300000,161.0,Released,542,David Lean,Drama,1
1200000,blaxploitation,en,Cotton Comes to Harlem,The Charismatic black nationalist leader Rev Deke O'Malley is trying to sell the people of Harlem a dream. Invest $100 in his company and live in Africa. But cops Gravedigger and Coffin know all about Deke and his fraudulent schemes that take advantage of the poor and the ignorant and can't wait for a chance to expose him.,1.079125,1970-05-27,0,97.0,Released,13,Ossie Davis,Action,1
35000000,dictator martial arts hostage liberation of hostage hostage-taking,en,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,19.286099,1994-12-22,99423521,102.0,Released,325,Steven E. de Souza,Action,0
20000000,date competition lovesickness mentor traffic policeman,en,School for Scoundrels,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",8.244324,2006-09-29,17807569,100.0,Released,111,Todd Phillips,Comedy,0
60000000,claustrophobia hidden camera dystopia reality show make believe,en,The Truman Show,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",56.488027,1998-06-04,264118201,103.0,Released,4537,Peter Weir,Comedy,1
43000000,boston fbi buddy comedy,en,The Heat,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies.",37.654688,2013-06-27,158674180,117.0,Released,1575,Paul Feig,Action,1
0,family mumblecore christmas,en,Happy Christmas,"After a breakup with her boyfriend, a young woman moves in with her older brother, his wife, and their 2-year-old son.",7.052422,2014-06-26,0,82.0,Released,58,Joe Swanberg,Comedy,0
13300000,male nudity scotland edinburgh alien very little dialogue,en,Under the Skin,"Jonathan Glazer's atmospheric, visually arresting abstraction stars Scarlett Johansson as a seductive alien who prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",29.782161,2014-03-14,5380251,108.0,Released,1102,Jonathan Glazer,Thriller,0
26000000,single parent brother sister relationship mistake in person bride talk show,en,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",24.345651,2003-08-03,110230332,97.0,Released,879,Mark Waters,Comedy,0
